Word,Average Proportion (Comedy),Average Proportion (Thriller)
graviti,7.429976163266165e-06,1.1913014263694093e-05
smoke,0.00012344121505787517,0.00013364722030514493
normal,8.587703872663354e-05,0.00010312328170243211
congress,2.1520801246857143e-06,1.438393332927637e-05
ash,4.760160496149625e-06,1.1416093423865006e-05
predict,2.3882062455888723e-05,1.5406031943679748e-05
copper,6.33746863428421e-06,1.7562209129261172e-05
court,9.527076397787081e-05,7.807778668868355e-05
wealth,1.8425028965678198e-05,5.021436330070483e-06
it,0.022117599544525746,0.021950280642069848
um,0.0001604842775253718,4.492132778228228e-05
issu,6.725252788963008e-05,6.18612752706061e-05
misunderstand,1.0546089224598496e-05,8.591838967944302e-06
berlin,9.491807730132331e-06,2.727940767191941e-05
structur,1.8469624969610523e-05,1.7114158821241568e-05
hardwar,1.1949333945410536e-05,1.3074087821214346e-05
casanova,3.0068296081965417e-05,2.6118287110493674e-06
worship,2.3700003565203756e-05,7.526295429922363e-06
unhappi,2.025830047046762e-05,2.175676178179451e-05
spit,3.425384953189685e-05,2.8450866534685424e-05
quadrant,3.3346351937842105e-06,1.346697519714979e-05
downstair,3.205043744431623e-05,4.5076401628043906e-05
see,0.002795378074576107,0.0027603379231962186
gentlemen,6.271192041470824e-05,4.988832447324937e-05
intern,2.3476929353748882e-05,5.0357576603239235e-05
conrad,3.710695616276692e-06,8.2909905691e-06
flame,1.4263985712441856e-05,1.2182914184082702e-05
within,4.14300622649306e-05,7.238068723675192e-05
drum,1.8406971390591076e-05,8.770071719825737e-06
yet,0.0003437301520768938,0.0003910469336380996
differ,0.0004019903157738931,0.00039081601854287806
jacket,6.15488514874851e-05,5.2740630560063304e-05
onto,5.1385746334445116e-05,5.971712021627996e-05
prospect,2.047559232672316e-05,8.994842570371501e-06
nation,8.739912716948076e-05,6.619190669242449e-05
soft,6.556807767800016e-05,3.828176029921729e-05
girl,0.0008272765030436579,0.0007447428689396451
counter,1.5110761638162406e-05,2.1885482131264126e-05
rug,3.683169108062177e-05,1.1115081544193863e-05
neutral,1.07074031921594e-05,2.5727096987943457e-05
elli,1.9366853651716542e-05,7.74757447089249e-05
transmiss,1.730720138152857e-05,3.1969346813407594e-05
integr,9.96806405583985e-06,1.8567324042698314e-05
cadillac,1.5261291537633836e-05,1.0289601585486497e-05
hose,9.094618651143607e-06,1.8349951665605898e-05
lillian,9.92299753909624e-06,5.7450353319670884e-06
clip,8.131202584290977e-06,1.710137896454599e-05
stanlei,2.3343461401765265e-05,2.146906094420633e-05
marriag,0.00010203540632271729,5.8751127068134376e-05
built,6.654145708656377e-05,8.389436616260887e-05
paso,2.4133600261413534e-06,1.788071271194557e-05
subwai,9.619917930838732e-06,2.482886478665021e-05
whiskei,1.3689987839545864e-05,1.846584890239325e-05
kyle,2.1570509958596996e-05,2.8197085769193673e-05
sai,0.0029858682293937163,0.002511454110261118
barzini,0.0,1.0208762819175105e-05
virginia,1.54391416328e-05,1.7663148574810126e-05
lou,1.3491596059036843e-05,2.675942394216205e-05
slip,5.2515810641215586e-05,7.563220203114012e-05
pageant,5.532283376696465e-05,0.0
tellin,1.668748427791028e-05,2.2473751978035863e-05
taylor,1.3023746885833834e-05,4.1214590871476376e-05
proof,3.431002245915089e-05,5.889479751214013e-05
yank,9.373211060372933e-06,9.194445305809703e-06
yacht,2.0160231508357894e-05,5.481257685881434e-06
bless,4.726128427280941e-05,2.4732902927878665e-05
brooklyn,1.4411838429047369e-05,1.4964443032000421e-05
argu,3.302829441812818e-05,4.1700794251203425e-05
pistol,1.0164990612633084e-05,2.2313482172656136e-05
bo,1.5802483693631577e-05,1.9081560009798312e-05
unnecessari,7.735048000824811e-06,5.5762602840852325e-06
share,0.00012475851355665005,8.592114836267643e-05
th,7.146257921196465e-05,7.017643347077364e-05
sabotag,1.2515161265612417e-05,1.0647043396012659e-05
china,0.00010296662594697665,1.944788295450253e-05
hojon,1.9157455123660902e-05,0.0
intim,9.069376070162793e-06,1.1820710933476792e-05
chop,1.892682968795261e-05,3.2124017931025736e-05
comic,2.4513835696022556e-05,1.7222933421917297e-05
compuls,1.154926330947895e-05,6.446488354451054e-06
bingo,2.1636141717672934e-05,1.562453808185316e-05
make,0.0021967905677953265,0.00202558701281944
vulcan,1.945242158989248e-05,4.580831833043798e-05
parri,2.2074432533788722e-05,0.0
shouldnt,0.00019347586394167013,0.00021749974896776624
disconnect,1.0421876581712782e-05,7.057839507636708e-06
toon,4.51209857704812e-05,0.0
forc,8.380147724243634e-05,0.00016269936172322893
annabel,2.2517497118783456e-05,0.0
clown,2.589113947250874e-05,3.1580698965241764e-05
sentenc,2.99717998467599e-05,3.566475467246456e-05
with,0.005700115091778719,0.005435173903287115
cartoon,2.212671474941742e-05,2.7813553592497897e-06
suspicion,1.536107866545865e-05,2.2491235645209704e-05
willi,1.4958588777198496e-05,3.074705072367806e-05
brook,3.5760900735534584e-05,4.542056764755274e-06
revers,1.3689261613207516e-05,2.250938547514557e-05
luci,2.105611617867669e-05,2.447233137761603e-06
visitor,1.3631858289318797e-05,1.1081172094221116e-05
wave,3.640333089752682e-05,4.438147167974937e-05
stick,0.0001503710711970831,0.00014023415450439809
cuban,1.0869465929478195e-05,1.1544312429058676e-05
sweep,1.0977406608416928e-05,1.1650131732259072e-05
comment,2.7289054039600003e-05,8.35458281080677e-06
elimin,5.607712944506767e-06,1.2414515034111815e-05
spencer,1.2740609763251129e-05,6.7499614595561184e-06
monica,1.5595714444395486e-05,1.0047270800733333e-05
debat,8.180096030449624e-06,1.2905431110203376e-05
coron,2.5422582522974275e-06,1.8630634922365822e-05
lie,0.00014239613777865007,0.0001215115807736435
ourselv,8.14643732956368e-05,7.612436461797847e-05
weapon,5.239634913212693e-05,0.00013609674220203753
kate,6.000909957162707e-05,1.0523841787906329e-05
distant,1.7485172710560652e-05,4.0017882616371314e-06
grade,4.535412670988416e-05,2.7876955337538812e-05
atf,3.1211278507601503e-06,6.6887033092345985e-06
balloon,1.735971372792632e-05,5.9508467926451394e-06
southern,2.1492926293885714e-05,4.3530883468301505e-06
chang,0.0004297554221664474,0.00039823584831074135
oppos,2.0968426848275794e-05,9.880259351414961e-06
indict,1.8958136642661652e-06,1.3182931204721941e-05
respect,0.0001303792723836941,9.225179327093925e-05
sure,0.0016017507236219361,0.0014690429216215307
jane,4.418496017178947e-05,5.2913407021882696e-05
doubt,8.006786050937791e-05,0.00011289567989312996
princ,4.490793442275263e-05,1.4492673164301267e-05
admiss,1.3531961612215789e-05,7.009116514667933e-06
ador,3.343331831644569e-05,1.738386124849032e-05
jungl,9.046719061534587e-06,2.7278353906935864e-05
paint,9.573428417645056e-05,5.01159317854314e-05
south,5.949113967112882e-05,7.468421820963757e-05
event,4.632482850459547e-05,5.171105754262129e-05
taxi,2.888361831079187e-05,2.9333131060903377e-05
voic,9.385405679594396e-05,0.00010548303476498396
video,5.93919311848797e-05,4.11413477349958e-05
convert,2.1974591434716543e-05,6.877178458289893e-06
couldnt,0.0003454379765825954,0.00043645351448977967
citi,0.0001989149205090391,0.00022262099807546202
motiv,1.4583923925151129e-05,3.597851892479369e-05
rel,2.3613568720455335e-05,3.064367294925845e-05
herself,4.959908740302238e-05,8.20540172136924e-05
curios,1.1058269849819298e-05,1.4719709459962868e-05
buffalo,5.478635706654888e-06,1.217285771117384e-05
terrorist,1.0603676186346616e-05,3.725966286020802e-05
write,0.0002951271279075111,0.00019936452582365276
school,0.0005105154292114609,0.0003265067777559469
wing,6.167898786781103e-05,3.985863189252297e-05
smack,1.7616797072996834e-05,3.926643815979517e-06
marti,1.6395737072376693e-05,0.00010042644296268059
counti,1.4565372053411105e-05,3.822202795762912e-05
pud,2.9083097750957145e-05,3.863927914560759e-06
thatd,2.323608096287118e-05,3.454475528765781e-05
readi,0.00032912937594446756,0.000287730272752584
manrai,1.316941797757218e-05,0.0
airlin,2.060453304327293e-05,7.917939526983736e-06
romeo,3.45592077354173e-05,1.1435148386052745e-05
weekend,7.95222395856322e-05,5.776262075729577e-05
apolog,9.042177621847369e-05,6.698145311929958e-05
ladi,0.00027853861052928793,0.00019647265737812025
emili,1.620728588874887e-05,3.6597554778928268e-06
maker,1.764936574469298e-05,6.416455452422785e-06
dian,7.508356464198646e-05,1.4810406913713925e-05
barf,1.1297008999817293e-05,4.647827994238819e-06
quest,1.4367716348022684e-05,8.709061852484388e-06
crown,3.889356542361509e-06,8.9880239857346e-06
expect,0.00023974372796479754,0.00023051726904000676
gull,1.2724313745947367e-06,8.506063247166245e-06
pump,4.85399775734179e-05,4.61497636584308e-05
depress,5.268636056674798e-05,3.624139660660466e-05
interrog,8.984002920412783e-06,1.9035718620395978e-05
instant,8.742675815774408e-06,1.6760260152585654e-05
barri,4.602450458241428e-05,3.7530674741316455e-06
book,0.0002956632878980114,0.0003132615744259928
ahm,4.5672550058204516e-05,0.0
shutup,1.286083707977143e-05,1.0195678852761182e-05
larri,5.5299917200890976e-05,3.254917484083207e-05
seriou,0.0002342699088749624,0.00015898237891907302
hobbi,1.7785998060179702e-05,9.08191187146329e-06
unotu,7.14154303817218e-06,1.6823387129721937e-05
kingdom,1.6996993664624823e-05,1.3791211894775105e-05
on,0.009630662171786947,0.010443153948567787
quarter,3.9918688982446975e-05,5.973899065307428e-05
nicki,4.926824097714511e-05,8.861782470782279e-06
pierr,1.0269759931564673e-05,3.3813379965953586e-06
dream,0.00024727866064931127,0.00034127646879140506
clarenc,7.12268314834985e-05,1.8008694976799577e-05
buffi,3.981104852692181e-05,0.0
winner,4.25480170558005e-05,7.707829088921519e-06
scatter,9.154742873181954e-06,9.90027257582827e-06
erik,5.344609747285413e-05,0.0
bike,1.9922562775024058e-05,8.032252195978902e-06
bean,6.205834926913158e-05,9.040812489554431e-06
unabl,3.3859846578909774e-06,1.177870569166751e-05
women,0.00026238398309678533,0.00013301887865340255
maya,2.721572270444361e-05,1.1916430075877637e-05
tommi,6.749070089242932e-05,0.00011405737349958987
seventyf,2.1492846699410857e-05,1.1367190217929959e-05
curs,1.316401140468422e-05,2.7086284988145592e-05
maintain,1.6129482036948122e-05,1.6579997684322362e-05
genesi,5.280054067753384e-06,3.6849560209160764e-05
background,1.9147559585497573e-05,1.5835600903384807e-05
dude,0.0002984281466113105,4.087286762892635e-05
satellit,1.0444500735488721e-05,3.617324834509199e-05
hour,0.0003666059133483286,0.0005380343838821429
extend,1.9160736760452644e-05,9.445665520783123e-06
transport,1.111083766565023e-05,6.117151726398737e-05
hull,1.7352404783015037e-06,1.4470375242094513e-05
top,0.00015038040247399815,0.00016564238031764516
grief,1.1315592214347063e-05,7.477608394516456e-06
evid,2.84047370167376e-05,0.00011060631998112701
gradi,3.2859263773258645e-05,3.309340613882616e-05
onc,0.00042781063789673683,0.00042096309085150845
philadelphia,7.2019366755646616e-06,1.8254138863759492e-05
honesti,9.866480121303134e-06,1.1382352700662447e-05
super,2.5443736030648874e-05,1.4192395330646834e-05
florida,1.4368902304733834e-05,1.676897991351139e-05
gentleman,4.798161091113546e-05,2.7348796551802965e-05
cannot,6.495929036449987e-05,7.771355246947974e-05
too,0.0016024843854387661,0.00159048738935158
fuss,1.3087847631596994e-05,6.208959714535453e-06
hasnt,8.744913651196198e-05,0.00012283018356974983
lookin,3.406177462397118e-05,4.197151102804937e-05
arrang,4.8176222784066003e-05,7.0387541612839e-05
brill,0.0,1.073129049804557e-05
sale,5.204244096180562e-05,3.260325490063797e-05
month,0.0002850422942985196,0.0003486608527136806
intact,4.269725421316553e-06,1.0714815658622785e-05
foolish,1.564550749182553e-05,2.2107326718209704e-05
newspap,5.2471356978037956e-05,3.385133543720591e-05
transit,1.073634566325564e-05,1.1354151771343057e-05
roi,3.438265793989546e-05,4.7489615510051895e-05
whew,1.793796663422406e-05,3.740548037350211e-06
uwhatu,1.7671879469692483e-05,1.1279603049093672e-05
main,5.25816932787067e-05,5.1949515851282304e-05
bat,4.202051832863589e-05,5.379252973948989e-05
line,0.00022316001616417219,0.0002698821009250139
snake,1.8373505422551706e-05,8.072098372468037e-05
bald,9.479796458598496e-06,1.1211578163674674e-05
cage,2.447389457217143e-05,3.2007957859211585e-05
toward,5.4388554368957113e-05,5.75904149835308e-05
sold,6.327660592539524e-05,3.6127763015767276e-05
till,0.0001519349718270758,0.00016210727544111876
mood,5.046375150471203e-05,2.715238197740567e-05
warn,6.003065042248404e-05,7.204929692686542e-05
johnni,7.454619629291202e-05,0.00013893741553119114
mustv,2.301272211160824e-05,5.8801793537874254e-05
scream,6.034184748162601e-05,6.382182678021918e-05
undress,1.3503751496096239e-05,9.392620874081857e-06
absolut,0.0001702167232816853,0.00012775305256456477
flaw,9.697201319209774e-06,1.3945030222283966e-05
bake,3.154125530557504e-05,5.2282454840400846e-06
mmm,4.05682904328599e-05,2.4092750360413502e-05
jerri,5.7135663339746367e-05,9.316666571476032e-05
employe,1.2572413018529324e-05,1.746382929929306e-05
quot,2.6437011170761484e-05,1.594559089661266e-05
waitin,1.670337885716015e-05,1.4891003072110971e-05
benefit,2.2600416177042986e-05,2.422592202745024e-05
werent,0.00016438958149070585,0.00016540154493639665
fulfil,1.5468357978006397e-05,5.044545309361604e-06
plastic,1.471653766947669e-05,3.6274919532621926e-05
tribe,1.6708437761069175e-05,9.410839885554852e-06
yknow,8.697330388537668e-05,4.7318672823342196e-05
hope,0.00045505432828026586,0.00037126220184880896
layer,1.458993601417143e-05,1.2253698748828874e-05
tom,4.6862347751294116e-05,0.000194762559806292
reaction,2.706346608651278e-05,2.3732834138777215e-05
san,3.487778815518647e-05,6.725366875650552e-05
katrina,1.3791740126837593e-05,5.55916901541519e-06
identifi,8.757762900339098e-06,4.249205975716372e-05
red,0.00015939422158750522,0.00012267479856425403
exorc,0.0,1.4129030844872153e-05
iron,1.998088658764846e-05,1.9938802661211393e-05
beer,8.337064555339925e-05,9.041332569177932e-05
santo,1.390824452918797e-06,1.575497562113648e-05
bruis,6.8680261804187975e-06,1.2853976584030801e-05
stab,1.4389548896566917e-05,3.739366965205611e-05
louis,9.322942070278197e-06,3.612645450581224e-05
agreement,6.575837680784211e-06,1.4959352029442193e-05
coulda,2.4757037149481957e-05,3.5289996405202095e-05
film,0.00011168342496464485,0.00010661676681835107
rufu,1.7092171764257143e-05,2.6828226245113926e-06
soil,1.4173569602887972e-05,1.0776553728829536e-05
playin,7.939833422101503e-06,7.806179663016026e-06
millionair,2.3993088397834438e-05,6.9889215056160256e-06
middl,0.00011905887014749003,0.00012037838864250214
closer,5.1051729967294e-05,5.331804794568882e-05
spirit,4.548156138526278e-05,6.071594797618439e-05
accident,4.213620548993736e-06,1.214134197953926e-05
yer,1.6335658574308273e-05,5.441120047350211e-06
traffic,2.3956659100978902e-05,3.2426271469713094e-05
what,0.01202731619149735,0.012764391703508448
convict,1.2223080326421802e-05,4.0133413797208016e-05
sack,3.055126032848346e-05,1.2681645210958648e-05
examin,2.951909844645452e-05,4.580278663543017e-05
compound,9.099216069864661e-06,1.7460281052944303e-05
squid,8.548944846481955e-06,1.4257383935654852e-05
gimm,7.218556995079999e-05,5.0272153944652316e-05
fault,0.00017024790453551802,0.00010532976812101899
mysteri,8.403594311409061e-05,4.5913103193259905e-05
sea,4.982714253238646e-05,6.559993260725673e-05
barbara,1.5384863294528573e-05,9.346543606748101e-06
surpris,0.00017144290315105785,0.00016731422282944305
rm,2.574411860466842e-05,0.0
hid,9.823738364229757e-06,3.446999795090506e-05
sewer,5.816756311104145e-06,1.8049580761536707e-05
kilomet,4.171033510935339e-06,3.106213709841688e-05
lisa,2.2452564449659397e-05,6.734759952185527e-05
workshop,1.6480154606251878e-05,2.359305215319831e-06
safeti,3.0579778625690466e-05,3.52822650456346e-05
touch,0.00021051879312293599,0.00021084389260604182
jersei,3.951147088826476e-05,1.8362635281221096e-05
frequent,9.154293017842231e-06,9.933880520815613e-06
enjoi,0.00015415463230299546,8.374341409948395e-05
loos,2.9333073246626316e-05,9.518169515528735e-05
homeless,2.538473851330376e-05,3.0420078078569618e-06
ah,0.00029013497021284187,0.00013970172764308944
extens,6.854680919651879e-06,1.2469822954452741e-05
termin,1.2502181166840181e-05,5.3842042759445145e-05
level,6.315593766972618e-05,7.8505640963165e-05
violent,1.3127530676537447e-05,2.0768261249867695e-05
rush,5.223105636648533e-05,3.1745046423979944e-05
coordin,5.999162060359398e-06,3.071167426706456e-05
earli,9.756515116861049e-05,0.00013233583717949115
wa,0.005934888631144182,0.007118770515051505
dizzi,1.0690453949107519e-05,1.136804509584979e-05
privat,0.00010318035699523827,8.487404270214683e-05
gwen,1.2596937369601503e-05,8.402806537383123e-06
suicid,6.170138271810348e-05,6.597951631377511e-05
headquart,8.311267823425564e-06,1.4371392824294935e-05
educ,3.6505613040029456e-05,2.2819797328056558e-05
sort,0.00028719792113493953,0.0002031284801266654
handsom,4.311753547711239e-05,1.4094893429560549e-05
stella,1.1930021454460901e-05,4.17970211263038e-06
ac,2.6231530426169923e-05,2.2570448850375097e-05
audit,1.850247843421801e-05,1.2568531432709476e-05
antiqu,6.0529217534015035e-06,1.3656467926764557e-05
dot,1.119361204688797e-05,1.365402409099536e-05
technolog,6.484167201080451e-06,2.901784019453671e-05
motion,2.0067639068983208e-05,1.8617086299668354e-05
hairi,2.4699592231765268e-05,8.299502657581848e-06
site,2.7450644280165416e-06,3.716249831614745e-05
student,7.256029798860979e-05,4.545583090820929e-05
up,0.003812760005684219,0.004014287806450783
either,0.0001972179010762021,0.0002425237315188886
pry,8.308750574057656e-06,1.0264883593176391e-05
conspiraci,1.4268875666729324e-05,4.9497974047475975e-05
basi,1.9683857233543737e-05,7.845168311062218e-06
timer,1.0138615146278196e-06,1.0409796320453166e-05
heat,4.6273507430890975e-05,5.4850012618338156e-05
lawson,0.0,2.9125904139505062e-05
hear,0.000643327513425206,0.0007135252548883047
ui,1.4073406328527822e-05,8.514958588283122e-06
fool,0.0001602877590643598,0.00010891177187078864
mere,1.91519275062782e-05,2.6685073604443883e-05
huh,0.001080710281400887,0.00044284770486229875
donni,1.9639420244313533e-05,1.0590661472551057e-05
none,8.701467809634794e-05,0.0001427116959023388
fifth,2.7787968753824057e-05,1.3505257879231638e-05
becaus,0.0011369744723703076,0.0010033592734737579
lamb,1.0490245225711278e-05,2.14998119745519e-05
interpret,3.7800999536526314e-06,1.6370566661301267e-05
increas,8.312910410390352e-06,1.9223237660921097e-05
tower,2.134238489501955e-05,4.285570627452278e-05
mickei,1.6024687938068423e-05,5.930596707231074e-05
colleagu,1.2912982054720685e-05,1.2221172033133333e-05
confer,2.0247601763194566e-05,3.0060088908680782e-05
hollow,8.083744593381058e-06,2.4093737629955273e-05
leon,3.21142695975188e-05,4.24079439195962e-05
thou,2.9129236550178197e-05,6.919486339517721e-06
fran,2.901644170667594e-05,1.1406891815894515e-06
percent,4.4751229996014305e-05,7.286195070126963e-05
six,0.0002831057100881451,0.0003685686490098663
limp,1.0973110389118797e-05,1.739557773165232e-05
arrowai,0.0,8.885305149145148e-06
explod,1.9029685603516542e-05,1.0226953626495551e-05
friendli,1.8245514357253037e-05,2.5326387947252513e-05
breakfast,6.772517044381353e-05,5.876984314023966e-05
greek,4.172103168856391e-06,2.323985929340633e-05
need,0.0015521796707338963,0.0018008926761343867
rome,2.3529697315863158e-05,2.1648776638337554e-05
beast,2.2431965748272177e-05,1.8458234565924883e-05
rehab,7.277996832879711e-06,5.015821530364557e-06
ben,0.00010685572013737294,8.533025017831139e-05
land,0.0001572782475354693,0.00010970670954062299
river,3.28280289757609e-05,6.340938609533375e-05
frank,6.21926236281396e-05,0.00018973494941781858
smash,3.2019380440929295e-05,1.7483735969825317e-05
quicker,4.0503627822096035e-06,9.303703171013923e-06
former,2.0942799408190225e-05,1.6468758496887974e-05
lower,3.875631921390132e-05,2.247747657298416e-05
rap,1.103722115049411e-05,7.136245282229537e-06
nick,4.543714129663008e-05,0.00015561802326255654
came,0.0004937828304721986,0.0005955888037552953
hopeless,1.2054479639232686e-05,1.115377802822996e-05
comedian,1.5644143884437593e-05,8.697374682224052e-06
right,0.003622901680560812,0.0032914571708188524
yall,3.4835810699680457e-05,1.2119911474516648e-05
truli,4.5207439952976694e-05,3.094101547171857e-05
not,0.00627317068559317,0.006577730136806174
soze,0.0,2.1359591391016456e-05
forgotten,4.696627832681146e-05,3.816394059779006e-05
tight,3.748569598850012e-05,8.091223116784706e-05
pro,2.610301683084286e-05,2.179973634680821e-05
sona,0.0,1.2388165832942617e-05
under,0.00022719252533246452,0.00032906269782421435
precis,1.7421049844538197e-05,4.523066819589535e-05
center,4.897805750021278e-05,5.542929473373038e-05
stiff,2.174512757257143e-05,2.4085224420979346e-05
virtual,4.131901306095489e-06,1.127319865667572e-05
author,4.464869567713297e-05,7.50086122502211e-05
dry,3.695850204565887e-05,3.524491732509347e-05
theyll,0.0002263203653047743,0.0003190039354922565
golden,2.0858059412282195e-05,1.0424344113072996e-05
final,0.00018831371464301462,0.00012513143054748314
properli,1.2312902340731579e-05,8.83481782149578e-06
paper,0.00017128447059323905,0.00017746115774340513
older,7.321926350278642e-05,3.073689636086122e-05
serv,7.826034829325532e-05,5.836552421854727e-05
dant,1.4700702877356392e-05,3.2151989607683544e-06
whistl,1.5236664781566165e-05,2.7902666118587343e-05
suffer,5.170862375669209e-05,5.5213457964820026e-05
confid,5.648131444073843e-05,3.6527147638493666e-05
fraud,1.652741039464812e-05,8.328605332820674e-06
brain,0.00015944489419167577,0.0001571320090459848
minu,8.300541356202255e-06,9.27372274207215e-06
twentyf,4.2747606512297385e-05,2.488652859188714e-05
cut,0.00025717785121053796,0.0003439638546614736
atmospher,1.6547558998383094e-05,2.280852487432152e-05
bid,7.292258351195488e-06,2.3555606267678483e-05
curv,1.501360673938421e-05,7.062018047123629e-06
pizza,4.0537426534214254e-05,1.9635910549756116e-05
bench,9.519657636093234e-06,1.6261666982417494e-05
tattoo,2.5203252933078195e-05,1.4437447983916032e-05
poor,0.0001843421963929669,0.0001305885210712285
enid,1.9230215326419547e-05,4.71969718422827e-06
pink,3.1376223013452634e-05,2.6801520908527846e-05
bathroom,7.323816283919323e-05,8.783615868753671e-05
cramp,1.3332492722494738e-05,5.0382381171101266e-06
hill,4.101871257094663e-05,4.176210972803817e-05
sight,4.167578343352088e-05,5.135449205816519e-05
patrol,1.4178203871812031e-05,2.2601159323724067e-05
niec,2.4412245257632687e-05,2.506860018978903e-06
calib,6.098218580265413e-06,1.1802820378905064e-05
hafta,9.112723570285712e-06,7.972771897051898e-06
journei,1.8399710347041355e-05,1.918669836768061e-05
poster,2.063832950202331e-05,3.2054465663679325e-06
thruster,6.669270387568421e-06,1.1191264067390718e-05
dela,1.5050763402939848e-05,0.0
celebr,5.948522759734416e-05,3.5505675554325316e-05
myer,0.0,2.598140606761646e-05
ruth,2.4975231321546615e-05,6.277366744816878e-06
suzi,0.0,2.3874174673292403e-05
bunni,2.4347767565580454e-05,7.479899160603375e-06
male,4.570427762678209e-05,2.808088310266011e-05
margi,1.3806090694969925e-06,1.4961998481867089e-05
bate,0.0,1.4865595449864135e-05
naw,4.7958309490574435e-05,2.2118534683044304e-05
than,0.0007957236768550947,0.0008324017078799882
msieu,9.173830991822255e-05,0.0
lone,3.9890937843654135e-05,6.197588019196687e-05
mole,3.4237486754481202e-06,1.8237514265257384e-05
briefcas,8.772847805976691e-06,1.321825739666455e-05
rudi,1.5895976728285715e-06,1.9659095694074686e-05
excel,9.249855165477092e-05,3.4645121305853584e-05
madman,3.648934918025564e-06,1.0904408518220253e-05
nazi,2.846746408331239e-05,1.7394790673078903e-05
flop,2.0442168704923138e-05,4.161333870337131e-06
invent,4.087117606763903e-05,3.2637739441770224e-05
signor,0.0,9.869284233063292e-06
suggest,6.230558700460987e-05,0.00010393488436380637
edward,2.8702546029724074e-05,2.5217140637375124e-05
station,7.823365200633611e-05,0.00013748139678478104
senat,9.852824944916541e-06,2.3931396109532068e-05
amen,7.252829322726316e-06,1.268083114770422e-05
hip,3.3636124538943605e-05,4.257448831190253e-05
price,5.1496697141081065e-05,9.049424236726332e-05
awai,0.0007162638297371202,0.0008164018548838069
randal,6.125292865564661e-06,1.1094457009925738e-05
high,0.0002823274376673083,0.00017001535652914936
field,6.129750835486803e-05,0.00011152022396350676
spiritu,7.34393373130825e-06,1.4466704255947677e-05
tone,9.672319748303758e-06,1.7439929851264136e-05
citizen,2.5344137664539097e-05,3.366503899091626e-05
stair,2.0684944651885433e-05,4.2912603453495356e-05
equal,1.6043723550715425e-05,2.2103558746416222e-05
nor,2.8250384261221803e-05,2.2559609321433948e-05
sixth,4.385423094128572e-06,1.8914006006156532e-05
gettin,4.640033119340885e-05,0.00010180158506441815
ground,8.317150185670601e-05,0.00010096155953999764
control,0.00012483479301999474,0.0002117937593593477
awak,1.1644109734022525e-05,6.484164638691311e-05
oak,1.3328290717189475e-05,7.755681780941964e-06
enterpris,5.8318453630984965e-06,8.70155347177941e-05
slightli,2.5524165913018795e-05,1.0217058169367512e-05
lee,2.6813434071513544e-05,3.248476145044304e-05
scope,9.597467893220301e-06,1.263926346100399e-05
holli,2.0218345708739093e-05,4.271985782899747e-05
hunch,1.411006334036903e-05,1.6643748595332065e-05
ethic,2.08770711559883e-05,1.3954032198592825e-05
nasti,4.006482583963234e-05,3.6719401628130376e-05
fall,0.00021450754138783065,0.00018355257421566646
wednesdai,2.1069011087830077e-05,1.6636002706914345e-05
gulf,3.706169016127819e-06,1.282335381061986e-05
dont,0.008165541174988399,0.008024230597318464
pictur,0.0002743908207625549,0.00021000149414660802
awar,2.9014785751802264e-05,5.103625886475779e-05
sponsor,1.4184798359851127e-05,4.941762310181004e-06
seattl,2.8400679087902223e-05,1.550384584614979e-05
english,6.716000936946148e-05,7.371079543582296e-05
introduc,5.636118759785601e-05,4.0044884383820244e-05
health,2.7115827556537685e-05,4.388779149354937e-05
hallucin,8.798235962606621e-06,1.5662980112442195e-05
quickli,5.562602853425551e-05,4.174043881440635e-05
jacob,2.939326423956391e-06,2.8782207057282276e-05
crew,3.0096209311692478e-05,6.793082720171496e-05
cuervo,1.4401066831030077e-06,4.740799294992109e-05
alabama,1.0144943815921804e-05,7.851534636533353e-06
teresa,8.67620239150376e-07,2.678969480691308e-05
bain,0.0,1.3905634404689031e-05
precog,0.0,1.475552443481308e-05
brake,1.2663466432821805e-05,8.13786440987806e-06
professor,0.00011373451045726164,3.5959483920202107e-05
somethin,5.125496394314645e-05,7.21432993820321e-05
formal,1.3273406020058645e-05,1.3620801873431664e-05
unload,3.2732656299142855e-06,1.028929819328104e-05
curiou,3.582558303102852e-05,4.9119330436469204e-05
daddi,0.00014089606601239022,0.00016727211219475654
porch,1.0295339489481204e-05,7.913650629018977e-06
model,4.8653381276524394e-05,4.0963599737614796e-05
vehicl,9.790089161288722e-06,5.1205364022455695e-05
wisdom,7.32313829146015e-06,1.5602663755274262e-05
find,0.0009371862814028524,0.0012047130905977763
ruben,0.0,9.735942181135444e-06
both,0.00026575795281860644,0.0003384058867292574
report,0.0001787899069855487,0.00025747147309477977
denver,1.9112266360305986e-05,5.821967240871729e-06
helicopt,9.326020967199999e-06,1.8412881816383967e-05
complex,2.803642244808509e-05,2.8112331732021516e-05
neednt,1.0066585616356631e-05,8.855891741082278e-06
be,0.0071369931955415486,0.006846645806883201
greet,1.7349331525485713e-05,1.6561088281038837e-05
spock,3.696037847427519e-05,8.405910784831774e-05
song,0.00012266486409306314,4.466717826213713e-05
bibl,1.9803331631333207e-05,2.2472756494994513e-05
lipstick,2.0714435149934588e-05,8.57916037218903e-06
stroke,3.0978640734873064e-05,1.591427541711308e-05
persuad,4.888211195936102e-06,1.3513281895033352e-05
recommend,2.3379851370620417e-05,3.3434508532626164e-05
deliveri,2.3609515176916542e-05,2.7019483647934598e-05
